,Superfamily,Tag,Region,Country,Measurement,Locality,Location,Latitude,Longitude,Pres.time,Col.date,Plant,Col.method,Family,Subfamily,Tribe,Genus,Subgenus,Species,Sex,Weight,Pin.wgt,Spec.wgt,IT,IT_cor_65,IT_cor,BL,Bl_cor
548,Apoidea,ALLO-AUS-379,Australasia,Australia,LK,KATHE,KatherineWM047_2017,-14.56,132.48,0,31/7/17,Watermelon,Hand,Apidae,Apinae,Meliponini,Tetragonula,Tetragonula,Tetragonula_mellipes,Female,0.0412,0.038672,-5.980326803,0.149665953,1.1614462,1.095070131,6.519,4.003792588
549,Apoidea,ALLO-AUS-396,Australasia,Australia,LK,KATHE,KatherineWM057_2017,-14.56,132.48,0,31/7/17,Watermelon,Hand,Apidae,Apinae,Meliponini,Tetragonula,Tetragonula,Tetragonula_mellipes,Female,0.0396,0.038672,-6.982478825,0.198910037,1.2200722,1.150345684,5.712,3.508155125
550,Apoidea,ALLO-AUS-397,Australasia,Australia,LK,KATHE,KatherineWM052_2017,-14.56,132.48,0,31/7/17,Watermelon,Hand,Apidae,Apinae,Meliponini,Tetragonula,Tetragonula,Tetragonula_mellipes,Female,0.0398,0.038672,-6.787309126,0.155258808,1.1679602,1.101211859,6.145,3.774091954
551,Apoidea,ALLO-AUS-402,Australasia,Australia,LK,KATHE,KatherineWM066_2017,-14.54,132.13,0,1/8/17,Watermelon,Hand,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,Homalictus_urbanus,Female,0.0036,0.002668,-6.978177743,0.030690395,1.0311662,0.972235568,7.279,4.470563928
552,Apoidea,ALLO-AUS-403,Australasia,Australia,LK,KATHE,KatherineWM081_2017,-14.56,132.48,0,3/8/17,Watermelon,Hand,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,Homalictus_urbanus,Female,0.0035,0.002668,-7.091678117,-0.067466537,0.934759,0.881337991,6.218,3.81892657
553,Apoidea,ALLO-AUS-404,Australasia,Australia,LK,KATHE,KatherineWM021_2017,-14.53,132.46,0,28/7/17,Watermelon,Hand,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,Homalictus_urbanus,Male,0.0032,0.002668,-7.538867069,-0.203889113,0.8155528,0.768944366,5.795,3.559131469
554,Apoidea,ALLO-AUS-405,Australasia,Australia,LK,KATHE,KatherineWM041_2017,-14.54,132.13,0,29/7/17,Watermelon,Hand,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,Homalictus_urbanus,Male,0.0031,0.002668,-7.74708497,-0.170120691,0.843563,0.795353797,5.344,3.282139529
555,Apoidea,ALLO-AUS-406,Australasia,Australia,LK,KATHE,KatherineWM070_2017,-14.54,132.13,0,1/8/17,Watermelon,Hand,Apidae,Xylocopinae,Allodapini,Braunsapis,Braunsapis,Braunsapis_brasp1,Female,0.041,0.038672,-6.062745749,0.17185211,1.1875022,1.119637044,7.393,4.540579629
556,Apoidea,ALLO-AUS-407,Australasia,Australia,LK,KATHE,KatherineWM064_2017,-14.54,132.13,0,1/8/17,Watermelon,Hand,Apidae,Xylocopinae,Allodapini,Braunsapis,Braunsapis,Braunsapis_brasp1,Female,0.0416,0.038672,-5.833435683,0.267012675,1.306057,1.231416496,8.143,5.001209241
557,Apoidea,ALLO-AUS-408,Australasia,Australia,LK,KATHE,KatherineWM063_2017,-14.54,132.13,0,1/8/17,Watermelon,Hand,Apidae,Xylocopinae,Allodapini,Braunsapis,Braunsapis,Braunsapis_brasp1,Female,0.0413,0.038672,-5.941532178,0.212696046,1.2370086,1.166314178,7.945,4.879603023
558,Apoidea,ALLO-AUS-409,Australasia,Australia,LK,KATHE,KatherineWM071_2017,-14.54,132.13,0,1/8/17,Watermelon,Hand,Apidae,Apinae,Meliponini,Tetragonula,Tetragonula,Tetragonula_mellipes,Female,0.0041,0.002668,-6.54868321,0.173496396,1.1894564,1.121479562,6.111,3.753210079
559,Apoidea,ALLO-AUS-410,Australasia,Australia,LK,KATHE,KatherineWM048_2017,-14.56,132.48,0,31/7/17,Watermelon,Hand,Apidae,Apinae,Meliponini,Tetragonula,Tetragonula,Tetragonula_mellipes,Female,0.0044,0.002668,-6.358478469,0.168555403,1.1835938,1.115952007,5.991,3.679509341
560,Apoidea,ALLO-AUS-411,Australasia,Australia,LK,KATHE,KatherineWM051_2017,-14.56,132.48,0,31/7/17,Watermelon,Hand,Apidae,Apinae,Meliponini,Tetragonula,Tetragonula,Tetragonula_mellipes,Female,0.041,0.038672,-6.062745749,0.134976423,1.1445098,1.079101638,6.521,4.005020933
561,Apoidea,ALLO-AUS-412,Australasia,Australia,LK,KATHE,KatherineWM075_2017,-14.56,132.48,0,3/8/17,Watermelon,Hand,Apidae,Apinae,Meliponini,Tetragonula,Tetragonula,Tetragonula_mellipes,Female,0.0412,0.038672,-5.980326803,0.151347096,1.1634004,1.096912649,6.259,3.844107655
562,Apoidea,ALLO-AUS-413,Australasia,Australia,LK,KATHE,KatherineWM049_2017,-14.56,132.48,0,31/7/17,Watermelon,Hand,Apidae,Apinae,Meliponini,Tetragonula,Tetragonula,Tetragonula_mellipes,Female,0.0043,0.002668,-6.417949022,0.105520063,1.1112884,1.047778824,5.797,3.560359814
563,Apoidea,ALLO-AUS-414,Australasia,Australia,LK,KATHE,KatherineWM044_2017,-14.56,132.48,0,31/7/17,Watermelon,Hand,Apidae,Apinae,Meliponini,Tetragonula,Tetragonula,Tetragonula_mellipes,Female,0.0415,0.038672,-5.868185531,0.167454082,1.182291,1.114723661,6.547,4.020989426
564,Apoidea,ALLO-AUS-415,Australasia,Australia,LK,KATHE,KatherineWM072_2017,-14.54,132.13,0,1/8/17,Watermelon,Hand,Apidae,Apinae,Meliponini,Tetragonula,Tetragonula,Tetragonula_mellipes,Female,0.042,0.038672,-5.705383756,0.168555403,1.1835938,1.115952007,5.745,3.528422828
565,Apoidea,ALLO-CSI-1,Australasia,Australia,LK,SA_NT,"Witjira NP, Pumi Bore",-26.28,136.1,201,22/3/17,NA,Malaise,Halictidae,Nomiinae,Nomiini,Lipotriches,Austronomia,Lipotriches_lipsp4,Female,0.0037,0,-5.599422459,0.520320128,1.6825662,1.586408384,10.208,6.269476106
566,Apoidea,ALLO-CSI-100,Australasia,Australia,LK,SA_NT,"Witjira NP, Mound spring",-26.42,135.51,201,22/3/17,NA,Malaise,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,Homalictus_urbanus,Female,0.001,0,-6.907755279,0.060561937,1.0624334,1.001715863,7.008,4.304123095
567,Apoidea,ALLO-CSI-101,Australasia,Australia,LK,SA_NT,"Witjira NP, Mound spring",-26.42,135.51,201,22/3/17,NA,Malaise,Halictidae,Halictinae,Halictini,Lasioglossum,Chilalictus,Lasioglossum_lassp8,Female,0.0011,0,-6.812445099,0.03824235,1.038983,0.979605642,7.185,4.412831683
568,Apoidea,ALLO-CSI-102,Australasia,Australia,LK,SA_NT,"Witjira NP, Mound spring",-26.42,135.51,201,22/3/17,NA,Malaise,Halictidae,Halictinae,Halictini,Lasioglossum,Chilalictus,Lasioglossum_lassp8,Female,0.0011,0,-6.812445099,0.051322574,1.0526624,0.992503271,7.113,4.36861124
569,Apoidea,ALLO-CSI-103,Australasia,Australia,LK,SA_NT,"Witjira NP, Mound spring",-26.42,135.51,201,22/3/17,NA,Malaise,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,Homalictus_urbanus,Female,0.001,0,-6.907755279,-0.045411887,0.9556038,0.900991521,7.3,4.483461557
570,Apoidea,ALLO-CSI-104,Australasia,Australia,LK,SA_NT,"Witjira NP, Mound spring",-26.42,135.51,201,22/3/17,NA,Malaise,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,Homalictus_urbanus,Male,6.00E-04,0,-7.418580903,-0.254678079,0.775166,0.730865651,5.254,3.226863975
571,Apoidea,ALLO-CSI-106,Australasia,Australia,LK,SA_NT,"Witjira NP, Mound spring",-26.42,135.51,201,22/3/17,NA,Malaise,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,Homalictus_urbanus,Male,6.00E-04,0,-7.418580903,-0.275052298,0.7595324,0.716125503,4.832,2.967683047
572,Apoidea,ALLO-CSI-107,Australasia,Australia,LK,SA_NT,"Witjira NP, Mound spring",-26.42,135.51,201,22/3/17,NA,Malaise,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,Homalictus_urbanus,Female,0.0022,0,-6.119297919,0.020531577,1.0207438,0.962408803,6.289,3.86253284
573,Apoidea,ALLO-CSI-108,Australasia,Australia,LK,SA_NT,"Witjira NP, Mound spring",-26.42,135.51,201,22/3/17,NA,Malaise,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,Homalictus_urbanus,Female,0.0013,0,-6.645391015,0.088375097,1.0923978,1.029967812,7.581,4.656044118
574,Apoidea,ALLO-CSI-109,Australasia,Australia,LK,SA_NT,"Witjira NP, Mound spring",-26.42,135.51,201,22/3/17,NA,Malaise,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,Homalictus_urbanus,Female,0.001,0,-6.907755279,-0.061907106,0.9399702,0.886251373,6.705,4.118028731
575,Apoidea,ALLO-CSI-110,Australasia,Australia,LK,SA_NT,"Witjira NP, Mound spring",-26.42,135.51,201,22/3/17,NA,Malaise,Halictidae,Halictinae,Halictini,Lasioglossum,Chilalictus,Lasioglossum_lassp8,Female,7.00E-04,0,-7.264430223,-0.113090986,0.8930694,0.842030931,6.472,3.974926465
576,Apoidea,ALLO-CSI-111,Australasia,Australia,LK,SA_NT,"Witjira NP, Mound spring",-26.42,135.51,201,22/3/17,NA,Malaise,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,Homalictus_urbanus,Female,0.001,0,-6.907755279,-0.037265202,0.9634206,0.908361595,6.504,3.994579995
577,Apoidea,ALLO-CSI-112,Australasia,Australia,LK,SA_NT,"Witjira NP, Mound spring",-26.42,135.51,201,22/3/17,NA,Malaise,Halictidae,Halictinae,Halictini,Lasioglossum,Chilalictus,Lasioglossum_lassp8,Female,6.00E-04,0,-7.418580903,-0.110177655,0.895675,0.844487622,6.485,3.982910712
578,Apoidea,ALLO-CSI-113,Australasia,Australia,LK,SA_NT,"Witjira NP, Mound spring",-26.42,135.51,201,22/3/17,NA,Malaise,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,Homalictus_urbanus,Male,2.00E-04,0,-8.517193191,-0.646787396,0.5237256,0.493794944,4.697,2.884769717
579,Apoidea,ALLO-CSI-115,Australasia,Australia,LK,SA_NT,"Witjira NP, Mound spring",-26.42,135.51,201,22/3/17,NA,Malaise,Halictidae,Halictinae,Halictini,Lasioglossum,Chilalictus,Lasioglossum_lassp8,Female,8.00E-04,0,-7.13089883,-0.040651592,0.9601636,0.905290731,4.464,2.741667451
580,Apoidea,ALLO-CSI-116,Australasia,Australia,LK,SA_NT,Dune W Binns Track,-25.75,135.26,201,21/3/17,NA,Malaise,Apidae,Apinae,Anthophorini,Amegilla,Notomegilla,Amegilla_chlorocyanea,Male,0.059,0.038672,-3.895756033,1.082531957,2.9521448,2.783431202,16.424,10.08717433
581,Apoidea,ALLO-CSI-117,Australasia,Australia,LK,SA_NT,Dune W Binns Track,-25.75,135.26,201,21/3/17,NA,Malaise,Megachilidae,Megachilinae,Megachilini,Megachile,Eutricharaea,Megachile_tenuicincta,Female,0.0572,0.038672,-3.988472178,0.949630803,2.5847552,2.437037734,16.534,10.15473334
582,Apoidea,ALLO-CSI-118,Australasia,Australia,LK,SA_NT,Dune W Binns Track,-25.75,135.26,201,21/3/17,NA,Malaise,Halictidae,Nomiinae,Nomiini,Lipotriches,Austronomia,Lipotriches_lipsp10,Male,0.0516,0.038672,-4.348359777,0.813503879,2.2557982,2.126880462,14.169,8.70221463
583,Apoidea,ALLO-CSI-119,Australasia,Australia,LK,SA_NT,Dune W Binns Track,-25.75,135.26,201,21/3/17,NA,Malaise,Colletidae,Euryglossinae,Euryglossinae,Euhesma,Euhesma,Euhesma_euhsp1,Female,9.00E-04,0,-7.013115795,-0.097889824,0.9067488,0.85492856,8.029,4.93119354
584,Apoidea,ALLO-CSI-12,Australasia,Australia,LK,SA_NT,"Witjira NP, 3O'Clock Creek",-26.46,135.41,201,21/3/17,NA,Malaise,Apidae,Apinae,Anthophorini,Amegilla,Notomegilla,Amegilla_chlorocyanea,Male,0.0584,0.038672,-3.925716333,1.052745856,2.8655086,2.701746218,16.988,10.4335678
585,Apoidea,ALLO-CSI-120,Australasia,Australia,LK,SA_NT,Dune W Binns Track,-25.75,135.26,201,21/3/17,NA,Malaise,Apidae,Apinae,Anthophorini,Amegilla,Notomegilla,Amegilla_chlorocyanea,Male,0.0547,0.038672,-4.133418086,0.895787571,2.449264,2.309289788,17.416,10.69643376
586,Apoidea,ALLO-CSI-121,Australasia,Australia,LK,SA_NT,Dune W Binns Track,-25.75,135.26,201,21/3/17,NA,Malaise,Apidae,Apinae,Anthophorini,Amegilla,Notomegilla,Amegilla_chlorocyanea,Male,0.0613,0.038672,-3.788567202,1.146836007,3.1482162,2.96829722,19.249,11.82221254
587,Apoidea,ALLO-CSI-122,Australasia,Australia,LK,SA_NT,Dune W Binns Track,-25.75,135.26,201,21/3/17,NA,Malaise,Megachilidae,Megachilinae,Megachilini,Megachile,Unplaced,Megachile_callura,Female,0.0041,0,-5.496768305,0.401665633,1.4943116,1.40891244,10.66,6.547082219
588,Apoidea,ALLO-CSI-123,Australasia,Australia,LK,SA_NT,Dune W Binns Track,-25.75,135.26,201,21/3/17,NA,Malaise,Megachilidae,Megachilinae,Megachilini,Megachile,Unplaced,Megachile_apicata,Female,0.0052,0,-5.259096653,0.506677352,1.6597672,1.564912335,10.676,6.556908984
589,Apoidea,ALLO-CSI-124,Australasia,Australia,LK,SA_NT,Dune W Binns Track,-25.75,135.26,201,21/3/17,NA,Malaise,Halictidae,Nomiinae,Nomiini,Lipotriches,Austronomia,Lipotriches_lipsp4,Male,0.0048,0,-5.339139361,0.629853111,1.8773348,1.770046056,11.389,6.994814201
590,Apoidea,ALLO-CSI-125,Australasia,Australia,LK,SA_NT,Dune W Binns Track,-25.75,135.26,201,21/3/17,NA,Malaise,Apidae,Apinae,Melectini,Thyreus,Thyreus,Thyreus_waroonensis,Male,0.0611,0.038672,-3.797445101,1.109740078,3.0335698,2.860202804,17.029,10.45874888
591,Apoidea,ALLO-CSI-126,Australasia,Australia,LK,SA_NT,Dune W Binns Track,-25.75,135.26,201,21/3/17,NA,Malaise,Apidae,Apinae,Anthophorini,Amegilla,Notomegilla,Amegilla_chlorocyanea,Female,0.0754,0.038672,-3.304215872,1.276116706,3.5827,3.377950488,20.171,12.38847987
592,Apoidea,ALLO-CSI-127,Australasia,Australia,LK,SA_NT,Dune W Binns Track,-25.75,135.26,201,21/3/17,NA,Malaise,Colletidae,Euryglossinae,Euryglossinae,Euhesma,Euhesma,Euhesma_euhsp1,Female,0.0011,0,-6.812445099,0.040747048,1.0415886,0.982062333,8.145,5.002437586
593,Apoidea,ALLO-CSI-128,Australasia,Australia,LK,SA_NT,Dune W Binns Track,-25.75,135.26,201,21/3/17,NA,Malaise,Colletidae,Euryglossinae,Euryglossinae,Euhesma,Euhesma,Euhesma_euhsp1,Female,8.00E-04,0,-7.13089883,-0.125568212,0.8819956,0.831589993,7.565,4.646217353
594,Apoidea,ALLO-CSI-131,Australasia,Australia,LK,SA_NT,"Witjira NP, Binns Track",-26,135.33,201,17/3/17,NA,Malaise,Halictidae,Nomiinae,Nomiini,Lipotriches,Austronomia,Lipotriches_lipsp4,Female,0.005,0,-5.298317367,0.484454215,1.6232888,1.530518657,13.173,8.090498505
595,Apoidea,ALLO-CSI-132,Australasia,Australia,LK,SA_NT,"Witjira NP, Melaleuca",-26.42,135.5,201,22/3/17,NA,Malaise,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,Homalictus_urbanus,Female,6.00E-04,0,-7.418580903,-0.025168281,0.9751458,0.919416706,6.053,3.717588055
596,Apoidea,ALLO-CSI-133,Australasia,Australia,LK,SA_NT,"Witjira NP, Binns Track",-26,135.33,201,17/3/17,NA,Malaise,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,Homalictus_urbanus,Female,0.001,0,-6.907755279,0.133267508,1.1425556,1.077259119,7.664,4.707020462
597,Apoidea,ALLO-CSI-134,Australasia,Australia,LK,SA_NT,"Witjira NP, Binns Track",-26,135.33,201,17/3/17,NA,Malaise,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,Homalictus_urbanus,Female,0.001,0,-6.907755279,0.07456521,1.0774156,1.015841838,8.781,5.393051497
598,Apoidea,ALLO-CSI-136,Australasia,Australia,LK,SA_NT,"Witjira NP, Melaleuca",-26.42,135.5,201,22/3/17,NA,Malaise,Halictidae,Nomiinae,Nomiini,Lipotriches,Austronomia,Lipotriches_lipsp4,Female,0.0034,0,-5.683979847,0.462136389,1.5874618,1.496739153,11.184,6.868908774
599,Apoidea,ALLO-CSI-137,Australasia,Australia,LK,SA_NT,"Witjira NP, Melaleuca",-26.42,135.5,201,22/3/17,NA,Malaise,Halictidae,Nomiinae,Nomiini,Lipotriches,Austronomia,Lipotriches_lipsp4,Female,0.0021,0,-6.165817934,0.13611408,1.1458126,1.080329983,11.104,6.819774949
600,Apoidea,ALLO-CSI-138,Australasia,Australia,LK,SA_NT,"Witjira NP, Melaleuca",-26.42,135.5,201,22/3/17,NA,Malaise,Halictidae,Halictinae,Halictini,Lasioglossum,Chilalictus,Lasioglossum_lassp8,Female,0.0012,0,-6.725433722,-0.020503161,0.9797056,0.923715915,7.693,4.724831473
601,Apoidea,ALLO-CSI-139,Australasia,Australia,LK,SA_NT,"Witjira NP, Melaleuca",-26.42,135.5,201,22/3/17,NA,Malaise,Halictidae,Halictinae,Halictini,Lasioglossum,Chilalictus,Lasioglossum_lassp8,Female,0.0033,0,-5.713832811,0.09491301,1.0995632,1.036723713,7.926,4.86793374
602,Apoidea,ALLO-CSI-14,Australasia,Australia,LK,SA_NT,"Witjira NP, Pumi Bore",-26.28,136.1,201,22/3/17,NA,Malaise,Apidae,Apinae,Melectini,Thyreus,Thyreus,Thyreus_waroonensis,Female,0.0605,0.038672,-3.82456173,0.937205133,2.5528366,2.406943266,19.813,12.168606
603,Apoidea,ALLO-CSI-140,Australasia,Australia,LK,SA_NT,"Witjira NP, Melaleuca",-26.42,135.5,201,22/3/17,NA,Malaise,Halictidae,Halictinae,Halictini,Lasioglossum,Chilalictus,Lasioglossum_lassp8,Female,0.001,0,-6.907755279,0.020531577,1.0207438,0.962408803,7.204,4.424500966
604,Apoidea,ALLO-CSI-141,Australasia,Australia,LK,SA_NT,"Witjira NP, Melaleuca",-26.42,135.5,201,22/3/17,NA,Malaise,Halictidae,Halictinae,Halictini,Lasioglossum,Chilalictus,Lasioglossum_lassp8,Female,0.0011,0,-6.812445099,0.023080973,1.0233494,0.964865494,7.672,4.711933844
605,Apoidea,ALLO-CSI-142,Australasia,Australia,LK,SA_NT,"Witjira NP, Melaleuca",-26.42,135.5,201,22/3/17,NA,Malaise,Halictidae,Halictinae,Halictini,Lasioglossum,Chilalictus,Lasioglossum_lassp8,Female,8.00E-04,0,-7.13089883,0.060561937,1.0624334,1.001715863,7.715,4.738343275
606,Apoidea,ALLO-CSI-144,Australasia,Australia,LK,SA_NT,"Witjira NP, Melaleuca",-26.42,135.5,201,22/3/17,NA,Malaise,Halictidae,Halictinae,Halictini,Lasioglossum,Chilalictus,Lasioglossum_lassp8,Female,0.0017,0,-6.377127028,-0.007292929,0.9927336,0.935999372,6.725,4.130312188
607,Apoidea,ALLO-CSI-145,Australasia,Australia,LK,SA_NT,"Witjira NP, Melaleuca",-26.42,135.5,201,22/3/17,NA,Malaise,Halictidae,Halictinae,Halictini,Lasioglossum,Chilalictus,Lasioglossum_lassp8,Female,4.00E-04,0,-7.824046011,0.007039564,1.0070644,0.949511174,7.1,4.360626994
608,Apoidea,ALLO-CSI-146,Australasia,Australia,LK,SA_NT,"Witjira NP, Melaleuca",-26.42,135.5,201,22/3/17,NA,Malaise,Halictidae,Halictinae,Halictini,Lasioglossum,Chilalictus,Lasioglossum_lassp8,Female,0.001,0,-6.907755279,0.010913036,1.0109728,0.95319621,7.485,4.597083528
609,Apoidea,ALLO-CSI-147,Australasia,Australia,LK,SA_NT,"Witjira NP, Melaleuca",-26.42,135.5,201,22/3/17,NA,Malaise,Halictidae,Halictinae,Halictini,Lasioglossum,Chilalictus,Lasioglossum_lassp8,Female,8.00E-04,0,-7.13089883,0.052559432,1.0539652,0.993731616,7.065,4.339130945
610,Apoidea,ALLO-CSI-148,Australasia,Australia,LK,SA_NT,"Witjira NP, Melaleuca",-26.42,135.5,201,22/3/17,NA,Malaise,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,Homalictus_urbanus,Female,3.00E-04,0,-8.111728083,0.028793461,1.029212,0.970393049,5.747,3.529651174
611,Apoidea,ALLO-CSI-149,Australasia,Australia,LK,SA_NT,"Witjira NP, Melaleuca",-26.42,135.5,201,22/3/17,NA,Malaise,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,Homalictus_urbanus,Female,6.00E-04,0,-7.418580903,-0.052251859,0.9490898,0.894849793,7.183,4.411603337
612,Apoidea,ALLO-CSI-15,Australasia,Australia,LK,SA_NT,"Witjira NP, Pumi Bore",-26.28,136.1,201,22/3/17,NA,Malaise,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,Homalictus_urbanus,Female,0.0011,0,-6.812445099,0.007686185,1.0077158,0.950125346,6.676,4.10021772
613,Apoidea,ALLO-CSI-150,Australasia,Australia,LK,SA_NT,"Witjira NP, Melaleuca",-26.42,135.5,201,22/3/17,NA,Malaise,Halictidae,Halictinae,Halictini,Lasioglossum,Chilalictus,Lasioglossum_lassp8,Female,9.00E-04,0,-7.013115795,-0.015859703,0.9842654,0.928015125,7.078,4.347115192
614,Apoidea,ALLO-CSI-151,Australasia,Australia,LK,SA_NT,"Witjira NP, Melaleuca",-26.42,135.5,201,22/3/17,NA,Malaise,Halictidae,Halictinae,Halictini,Lasioglossum,Chilalictus,Lasioglossum_lassp8,Female,7.00E-04,0,-7.264430223,0.010268498,1.0103214,0.952582038,6.877,4.223666456
615,Apoidea,ALLO-CSI-152,Australasia,Australia,LK,SA_NT,"Witjira NP, Melaleuca",-26.42,135.5,201,22/3/17,NA,Malaise,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,Homalictus_urbanus,Female,3.00E-04,0,-8.111728083,-0.082916282,0.9204282,0.867826189,6.425,3.946060343
616,Apoidea,ALLO-CSI-153,Australasia,Australia,LK,SA_NT,"Witjira NP, Melaleuca",-26.42,135.5,201,22/3/17,NA,Malaise,Colletidae,Hylaeinae,Halictina,Hylaeus,Gnathoprosopis,Hylaeus_amiculus,Male,7.00E-04,0,-7.264430223,-0.201495814,0.817507,0.770786884,5.438,3.339871773
617,Apoidea,ALLO-CSI-154,Australasia,Australia,LK,SA_NT,"Witjira NP, Creek",-26.37,135.79,201,22/3/17,NA,Malaise,Apidae,Apinae,Anthophorini,Amegilla,Notomegilla,Amegilla_chlorocyanea,Female,0.0706,0.038672,-3.444271911,1.176798505,3.243972,3.058580624,19.848,12.19010205
618,Apoidea,ALLO-CSI-155,Australasia,Australia,LK,SA_NT,"Witjira NP, Creek",-26.37,135.79,201,22/3/17,NA,Malaise,Megachilidae,Megachilinae,Megachilini,Megachile,Eutricharaea,Megachile_tenuicincta,Female,0.0551,0.038672,-4.108768083,1.013570607,2.755422,2.597951012,15.081,9.262340238
619,Apoidea,ALLO-CSI-156,Australasia,Australia,LK,SA_NT,"Witjira NP, Creek",-26.37,135.79,201,22/3/17,NA,Malaise,Megachilidae,Megachilinae,Megachilini,Megachile,Eutricharaea,Megachile_captionis,Male,0.0487,0.038672,-4.602374099,0.857566358,2.3574166,2.222691421,12.578,7.72506568
620,Apoidea,ALLO-CSI-157,Australasia,Australia,LK,SA_NT,"Witjira NP, Creek",-26.37,135.79,201,22/3/17,NA,Malaise,Halictidae,Nomiinae,Nomiini,Lipotriches,Austronomia,Lipotriches_sp6,Male,0.0485,0.038672,-4.622519824,0.791313188,2.2062918,2.080203328,14.403,8.845931069
621,Apoidea,ALLO-CSI-158,Australasia,Australia,LK,SA_NT,"Witjira NP, Creek",-26.37,135.79,201,22/3/17,NA,Malaise,Apidae,Apinae,Anthophorini,Amegilla,Notomegilla,Amegilla_chlorocyanea,Male,0.0674,0.038672,-3.549883022,1.195300972,3.3045522,3.115698696,18.592,11.418701
622,Apoidea,ALLO-CSI-159,Australasia,Australia,LK,SA_NT,"Witjira NP, Creek",-26.37,135.79,201,22/3/17,NA,Malaise,Megachilidae,Megachilinae,Megachilini,Megachile,Unplaced,Megachile_megsp3,Male,0.0516,0.038672,-4.348359777,0.807711798,2.2427702,2.114597005,15.637,9.603820324
623,Apoidea,ALLO-CSI-16,Australasia,Australia,LK,SA_NT,"Witjira NP, Pumi Bore",-26.28,136.1,201,22/3/17,NA,Malaise,Halictidae,Nomiinae,Nomiini,Lipotriches,Austronomia,Lipotriches_lipsp4,Female,0.0023,0,-6.074846156,0.264515794,1.3028,1.228345632,9.36,5.748657558
624,Apoidea,ALLO-CSI-160,Australasia,Australia,LK,SA_NT,"Witjira NP, Creek",-26.37,135.79,201,22/3/17,NA,Malaise,Megachilidae,Megachilinae,Megachilini,Megachile,Eutricharaea,Megachile_tenuicincta,Female,0.0579,0.038672,-3.951387729,1.027422219,2.7938546,2.634187208,14.7,9.028340395
625,Apoidea,ALLO-CSI-161,Australasia,Australia,LK,SA_NT,"Witjira NP, Creek",-26.37,135.79,201,22/3/17,NA,Malaise,Megachilidae,Megachilinae,Megachilini,Megachile,Unplaced,Megachile_apicata,Female,0.0464,0.038672,-4.862905182,0.608814467,1.8382508,1.733195687,11.919,7.320325794
626,Apoidea,ALLO-CSI-162,Australasia,Australia,LK,SA_NT,"Witjira NP, Creek",-26.37,135.79,201,22/3/17,NA,Malaise,Megachilidae,Megachilinae,Megachilini,Megachile,Unplaced,Megachile_apicata,Female,0.0459,0.038672,-4.929792906,0.589854858,1.8037266,1.700644528,10.935,6.715979743
627,Apoidea,ALLO-CSI-163,Australasia,Australia,LK,SA_NT,"Witjira NP, Creek",-26.37,135.79,201,22/3/17,NA,Malaise,Megachilidae,Megachilinae,Megachilini,Megachile,Unplaced,Megachile_apicata,Female,0.0469,0.038672,-4.800212307,0.647735294,1.9112076,1.801983042,13.029,8.00205762
628,Apoidea,ALLO-CSI-164,Australasia,Australia,LK,SA_NT,"Witjira NP, Creek",-26.37,135.79,201,22/3/17,NA,Malaise,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,Homalictus_urbanus,Female,8.00E-04,0,-7.13089883,0.021807088,1.0220466,0.963637148,6.09,3.740312449
629,Apoidea,ALLO-CSI-165,Australasia,Australia,LK,SA_NT,"Witjira NP, Creek",-26.37,135.79,201,22/3/17,NA,Malaise,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,Homalictus_urbanus,Female,7.00E-04,0,-7.264430223,0.081193737,1.084581,1.022597739,6.473,3.975540638
630,Apoidea,ALLO-CSI-166,Australasia,Australia,LK,SA_NT,"Witjira NP, Creek",-26.37,135.79,201,22/3/17,NA,Malaise,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,Homalictus_urbanus,Female,8.00E-04,0,-7.13089883,-0.013876231,0.9862196,0.929857643,5.935,3.645115663
631,Apoidea,ALLO-CSI-167,Australasia,Australia,LK,SA_NT,"Witjira NP, Creek",-26.37,135.79,201,22/3/17,NA,Malaise,Halictidae,Halictinae,Halictini,Lasioglossum,Chilalictus,Lasioglossum_lassp8,Male,0.0014,0,-6.571283042,0.190330896,1.2096498,1.140518919,8.439,5.183004394
