,Superfamily,Tag,Region,Country,Measurer,Locality,Location,Latitude,Longitude,Pres.time,Col.date,Plant,Col.method,Family,Subfamily,Tribe,Genus,Subgenus,Species,Sex,Weight,Pin.wgt,Spec.wgt,IT,IT_cor,BL,Bl_cor
84,Syrphoidea,ALLO-AUS-310,Australasia,Australia,LK,KATHE,Kings producersREF144,-14.52,132.45,0,9/06/2017,Mango,Hand,Syrphidae,Syrphinae,Syrphini,Ischiodon,NA,Ischiodon_scutellaris,Female,0.0476,0.038672,0.008928,3.59,2.204880409,15.249,9.365521271
85,Syrphoidea,ALLO-AUS-312,Australasia,Australia,LK,MAREE,MoroREF006,-16.9,145.43,0,9/08/2017,Mango,Hand,Syrphidae,Syrphinae,Syrphini,Simosyrphus,NA,Simosyrphus_simsp1,Female,0.0433,0.038672,0.004628,3.021,1.855416077,12.805,7.864482909
86,Syrphoidea,ALLO-AUS-313,Australasia,Australia,LK,MAREE,MoroREF005,-16.9,145.43,0,9/08/2017,Mango,Hand,Syrphidae,Syrphinae,Syrphini,Simosyrphus,NA,Simosyrphus_simsp1,Female,0.0428,0.038672,0.004128,3.045,1.870156225,12.286,7.545727217
87,Syrphoidea,ALLO-AUS-314,Australasia,Australia,LK,MAREE,FeelyREF070,-16.99,145.37,0,17/08/2017,Mango,Hand,Syrphidae,Eristalinae,Eristalini,Eristalinus,Lathyrophthalmus,Eristalinus_erisp3,Female,0.0436,0.038672,0.004928,4.572,2.807998115,15.305,9.399914949
88,Syrphoidea,ALLO-AUS-315,Australasia,Australia,LK,MAREE,DinoREF061,-16.91,145.42,0,14/08/2017,Mango,Hand,Syrphidae,Eristalinae,Eristalini,Mesembrius,NA,Mesembrius_messp1,Female,0.0521,0.038672,0.013428,4.668,2.866958705,16.332,10.03067043
89,Syrphoidea,ALLO-AUS-316,Australasia,Australia,LK,MAREE,CetinecREF013,-16.99,145.46,0,9/08/2017,Mango,Hand,Syrphidae,Eristalinae,Eristalini,Eristalinus,Lathyrophthalmus,Eristalinus_punctulatus,Male,0.0587,0.038672,0.020028,5.775,3.546848012,17.44,10.71117391
90,Syrphoidea,ALLO-AUS-317,Australasia,Australia,LK,MAREE,MarcelloREF046,-16.9,145.43,0,14/08/2017,Mango,Hand,Syrphidae,Eristalinae,Milesiini,Orthoprosopa,NA,Orthoprosopa_ortsp1,Female,0.0441,0.038672,0.005428,2.756,1.692660281,11.668,7.166168417
91,Syrphoidea,ALLO-AUS-318,Australasia,Australia,LK,MAREE,FeelyREF066,-16.99,145.37,0,17/08/2017,Mango,Hand,Syrphidae,Syrphinae,Syrphini,Allobaccha,NA,Allobaccha_allsp1,Female,0.0421,0.038672,0.003428,2.9,1.781101166,16.532,10.15350499
92,Syrphoidea,ALLO-AUS-319,Australasia,Australia,LK,MAREE,MoroREF31,-16.9,145.43,0,9/08/2017,Mango,Hand,Syrphidae,Syrphinae,Syrphini,Simosyrphus,NA,Simosyrphus_simsp1,Female,0.0432,0.038672,0.004528,2.847,1.748550007,11.562,7.101066099
93,Syrphoidea,ALLO-AUS-320,Australasia,Australia,LK,MAREE,CetinecREF017,-16.99,145.46,0,9/08/2017,Mango,Hand,Syrphidae,Syrphinae,Syrphini,Simosyrphus,NA,Simosyrphus_simsp1,Male,0.045,0.038672,0.006328,3.611,2.217778039,15.69,9.636371483
94,Syrphoidea,ALLO-AUS-321,Australasia,Australia,LK,MAREE,MarcelloREF058,-16.9,145.43,0,14/08/2017,Mango,Hand,Syrphidae,Eristalinae,Milesiini,Orthoprosopa,NA,Orthoprosopa_ortsp1,Female,0.0441,0.038672,0.005428,2.761,1.695731145,11.853,7.279790388
95,Syrphoidea,ALLO-AUS-322,Australasia,Australia,LK,MAREE,CetinecREF021,-16.99,145.46,0,9/08/2017,Mango,Hand,Syrphidae,Eristalinae,Milesiini,Orthoprosopa,NA,Orthoprosopa_ortsp1,Male,0.0411,0.038672,0.002428,2.727,1.674849269,11.87,7.290231326
96,Syrphoidea,ALLO-AUS-323,Australasia,Australia,LK,MAREE,CetinecREF041,-16.99,145.46,0,14/08/2017,Mango,Hand,Syrphidae,Syrphinae,Syrphini,Simosyrphus,NA,Simosyrphus_simsp1,Male,0.0433,0.038672,0.004628,3.561,2.187069398,13.369,8.210876377
97,Syrphoidea,ALLO-AUS-324,Australasia,Australia,LK,MAREE,CetinecREF018,-16.99,145.46,0,9/08/2017,Mango,Hand,Syrphidae,Syrphinae,Syrphini,Simosyrphus,NA,Simosyrphus_simsp1,Male,0.0426,0.038672,0.003928,3.456,2.122581252,12.936,7.944939548
98,Syrphoidea,ALLO-AUS-334,Australasia,Australia,LK,KATHE,KatherineWM037_2017,-14.54,132.13,0,29/07/2017,Watermelon,Hand,Syrphidae,Syrphinae,Paragini,Paragus,Paragus,Paragus_parsp1,Male,0.0412,0.038672,0.002528,2.44,1.498581671,8.107,4.979099019
99,Syrphoidea,ALLO-AUS-335,Australasia,Australia,LK,KATHE,KatherineWM038_2017,-14.54,132.13,0,29/07/2017,Watermelon,Hand,Syrphidae,Syrphinae,Paragini,Paragus,Paragus,Paragus_parsp1,Male,0.0414,0.038672,0.002728,2.696,1.655809912,8.846,5.43297273
100,Syrphoidea,ALLO-AUS-336,Australasia,Australia,LK,KATHE,KatherineWM032_2017,-14.54,132.13,0,29/07/2017,Watermelon,Hand,Syrphidae,Syrphinae,Syrphini,Ischiodon,NA,Ischiodon_scutellaris,Male,0.046,0.038672,0.007328,3.126,1.919904223,15.21,9.341568531
101,Syrphoidea,ALLO-AUS-361,Australasia,Australia,LK,KATHE,Kings producersREF139,-14.52,132.45,0,4/07/2017,Mango,Hand,Syrphidae,Syrphinae,Syrphini,Ischiodon,NA,Ischiodon_scutellaris,Female,0.0429,0.038672,0.004228,3.297,2.024927774,13.367,8.209648031
102,Syrphoidea,ALLO-AUS-380,Australasia,Australia,LK,STANT,StanthorpeAPPLE025_2017,-28.63,151.99,0,3/10/2017,Apple,Hand,Syrphidae,Syrphinae,Syrphini,Melangyna,Austrosyrphus,Melangyna_viridiceps,Female,0.0728,0.067166,0.005634,3.486,2.141006437,13.116,8.055490655
103,Syrphoidea,ALLO-AUS-381,Australasia,Australia,LK,STANT,StanthorpeAPPLE047_2017,-28.51,151.86,0,27/09/2017,Apple,Hand,Syrphidae,Syrphinae,Syrphini,Simosyrphus,NA,Simosyrphus_simsp1,Male,0.0452,0.038672,0.006528,3.718,2.28349453,13.519,8.3030023
104,Syrphoidea,ALLO-AUS-382,Australasia,Australia,LK,STANT,StanthorpeAPPLE042_2017,-28.63,151.99,0,3/10/2017,Apple,Hand,Syrphidae,Syrphinae,Syrphini,Melangyna,Austrosyrphus,Melangyna_viridiceps,Female,0.0727,0.067166,0.005534,2.871,1.763290155,11.369,6.982530745
105,Syrphoidea,ALLO-AUS-383,Australasia,Australia,LK,STANT,StanthorpeAPPLE028_2017,-28.51,151.86,0,27/09/2017,Apple,Hand,Syrphidae,Syrphinae,Syrphini,Simosyrphus,NA,Simosyrphus_simsp1,Male,0.0453,0.038672,0.006628,3.54,2.174171769,12.894,7.91914429
106,Syrphoidea,ALLO-AUS-384,Australasia,Australia,LK,STANT,StanthorpeAPPLE112_2017,-28.62,151.98,0,11/10/2017,Apple,Hand,Syrphidae,Syrphinae,Syrphini,Simosyrphus,NA,Simosyrphus_simsp1,Female,0.0471,0.038672,0.008428,3.427,2.10477024,12.825,7.876766365
107,Syrphoidea,ALLO-AUS-386,Australasia,Australia,LK,STANT,StanthorpeAPPLE103_2017,-28.52,151.9,0,8/10/2017,Apple,Hand,Syrphidae,Syrphinae,Syrphini,Melangyna,Austrosyrphus,Melangyna_viridiceps,Female,0.0451,0.038672,0.006428,3.41,2.094329303,12.994,7.980561571
108,Syrphoidea,ALLO-AUS-387,Australasia,Australia,LK,STANT,StanthorpeAPPLE015_2017,-28.51,151.88,0,26/09/2017,Apple,Hand,Syrphidae,Syrphinae,Syrphini,Simosyrphus,NA,Simosyrphus_simsp1,Female,0.0422,0.038672,0.003528,3.048,1.871998743,11.555,7.096766889
109,Syrphoidea,ALLO-AUS-388,Australasia,Australia,LK,STANT,StanthorpeAPPLE023_2017,-28.51,151.86,0,23/09/2017,Apple,Hand,Syrphidae,Syrphinae,Syrphini,Melangyna,Austrosyrphus,Melangyna_viridiceps,Male,0.0696,0.067166,0.002434,3.105,1.907006594,11.405,7.004640966
110,Syrphoidea,ALLO-AUS-389,Australasia,Australia,LK,STANT,StanthorpeAPPLE092_2017,-28.62,151.98,0,8/10/2017,Apple,Hand,Syrphidae,Syrphinae,Syrphini,Simosyrphus,NA,Simosyrphus_simsp1,Male,0.0745,0.067166,0.007334,3.625,2.226376458,12.791,7.855884489
111,Syrphoidea,ALLO-AUS-390,Australasia,Australia,LK,STANT,StanthorpeAPPLE026_2017,-28.51,151.88,0,26/09/2017,Apple,Hand,Syrphidae,Syrphinae,Syrphini,Melangyna,Austrosyrphus,Melangyna_viridiceps,Male,0.046,0.038672,0.007328,3.348,2.056250588,14.647,8.995789236
112,Syrphoidea,ALLO-AUS-391,Australasia,Australia,LK,STANT,StanthorpeAPPLE024_2017,-28.55,151.89,0,23/09/2017,Apple,Hand,Syrphidae,Syrphinae,Syrphini,Melangyna,Austrosyrphus,Melangyna_viridiceps,Female,0.074,0.067166,0.006834,3.122,1.917447532,12.662,7.776656196
113,Syrphoidea,ALLO-AUS-392,Australasia,Australia,LK,STANT,StanthorpeAPPLE084_2017,-28.53,151.91,0,8/10/2017,Apple,Hand,Syrphidae,Syrphinae,Syrphini,Simosyrphus,NA,Simosyrphus_simsp1,Male,0.0754,0.067166,0.008234,3.715,2.281652011,14.637,8.989647508
114,Syrphoidea,ALLO-AUS-393,Australasia,Australia,LK,STANT,StanthorpeAPPLE016_2017,-28.51,151.88,0,26/09/2017,Apple,Hand,Syrphidae,Syrphinae,Syrphini,Melangyna,Austrosyrphus,Melangyna_viridiceps,Female,0.0439,0.038672,0.005228,3.215,1.974565603,12.352,7.586262623
115,Syrphoidea,ALLO-AUS-394,Australasia,Australia,LK,STANT,StanthorpeAPPLE074_2017,-28.53,151.91,0,5/10/2017,Apple,Hand,Syrphidae,Syrphinae,Syrphini,Melangyna,Austrosyrphus,Melangyna_viridiceps,Female,0.0478,0.038672,0.009128,3.445,2.115825351,13.42,8.242199191
116,Syrphoidea,ALLO-AUS-395,Australasia,Australia,LK,STANT,StanthorpeAPPLE003_2017,-28.51,151.86,0,18/09/2017,Apple,Hand,Syrphidae,Syrphinae,Syrphini,Melangyna,Austrosyrphus,Melangyna_viridiceps,Female,0.0476,0.038672,0.008928,3.832,2.353510231,14.16,8.696687075
117,Syrphoidea,ALLO-AUS-398,Australasia,Australia,LK,STANT,StanthorpeAPPLE069_2017,-28.53,151.91,0,5/10/2017,Apple,Hand,Syrphidae,Syrphinae,Syrphini,Melangyna,Austrosyrphus,Melangyna_viridiceps,Female,0.044,0.038672,0.005328,2.909,1.786628722,13.025,7.999600928
118,Syrphoidea,ALLO-AUS-400,Australasia,Australia,LK,STANT,StanthorpeAPPLE041_2017,-28.63,151.99,0,3/10/2017,Apple,Hand,Syrphidae,Syrphinae,Syrphini,Melangyna,Austrosyrphus,Melangyna_viridiceps,Female,0.0747,0.067166,0.007534,3.968,2.437037734,15.368,9.438607836
119,Syrphoidea,C1Mareeba2016,Australasia,Australia,LK,MAREE,Mareeba,-16.99,145.46,0,1/08/2016,Mango,Hand,Syrphidae,Syrphinae,Syrphini,Simosyrphus,NA,Simosyrphus_simsp1,Female,NA,NA,0.005,2.793,1.715384675,11.179,6.86583791
120,Syrphoidea,C2Mareeba2016,Australasia,Australia,LK,MAREE,Mareeba,-16.99,145.46,0,1/08/2016,Mango,Hand,Syrphidae,Syrphinae,Syrphini,Simosyrphus,NA,Simosyrphus_simsp1,Female,NA,NA,0.0068,3.684,2.262612654,15.354,9.430009417
121,Syrphoidea,C3Mareeba2016,Australasia,Australia,LK,MAREE,Mareeba,-16.99,145.46,0,1/08/2016,Mango,Hand,Syrphidae,Eristalinae,Eristalini,Mesembrius,NA,Mesembrius_messp1,Female,NA,NA,0.0196,5.266,3.234234049,17.173,10.54718977
122,Syrphoidea,C5Mareeba2016,Australasia,Australia,LK,MAREE,Mareeba,-16.99,145.46,0,1/08/2016,Mango,Hand,Syrphidae,Eristalinae,Eristalini,Eristalinus,NA,Eristalinus_erisp3,Male,NA,NA,0.01565,6.863,4.215068036,16.965,10.41944182
123,Syrphoidea,C6Mareeba2016,Australasia,Australia,LK,MAREE,Mareeba,-16.99,145.46,0,1/08/2016,Mango,Hand,Syrphidae,Syrphinae,Syrphini,Simosyrphus,NA,Simosyrphus_simsp1,Male,NA,NA,0.0064,4.754,2.919777567,15.79,9.697788765
124,Syrphoidea,C7Mareeba2016,Australasia,Australia,LK,MAREE,Mareeba,-16.99,145.46,0,1/08/2016,Mango,Hand,Syrphidae,Syrphinae,Syrphini,Allobaccha,NA,Allobaccha_allsp1,Male,NA,NA,0.0026,2.541,1.560613125,12.989,7.977490707
125,Syrphoidea,C8Mareeba2016,Australasia,Australia,LK,MAREE,Mareeba,-16.99,145.46,0,1/08/2016,Mango,Hand,Syrphidae,Eristalinae,Eristalini,Mesembrius,NA,Mesembrius_messp1,Female,NA,NA,0.0149,5.51,3.384092216,16.417,10.08287512
126,Syrphoidea,C11Mareeba2016,Australasia,Australia,LK,MAREE,Mareeba,-16.99,145.46,0,1/08/2016,Mango,Hand,Syrphidae,Eristalinae,Eristalini,Mesembrius,NA,Mesembrius_messp1,Female,NA,NA,0.0108,4.472,2.746580833,15.23,9.353851988
127,Syrphoidea,C12Mareeba2016,Australasia,Australia,LK,MAREE,Mareeba,-16.99,145.46,0,1/08/2016,Mango,Hand,Syrphidae,Eristalinae,Milesiini,Orthoprosopa,NA,Orthoprosopa_ortsp1,Female,NA,NA,0.0034,3.019,1.854187732,12.201,7.493522528
128,Syrphoidea,C13Mareeba2016,Australasia,Australia,LK,MAREE,Mareeba,-16.99,145.46,0,1/08/2016,Mango,Hand,Syrphidae,Eristalinae,Eristalini,Mesembrius,NA,Mesembrius_messp1,Female,NA,NA,0.0145,5.615,3.448580362,16.497,10.13200895
129,Syrphoidea,C16Mareeba2016,Australasia,Australia,LK,MAREE,Mareeba,-16.99,145.46,0,1/08/2016,Mango,Hand,Syrphidae,Syrphinae,Syrphini,Simosyrphus,NA,Simosyrphus_simsp1,Male,NA,NA,0.0044,3.441,2.11336866,15.2106,9.341937035
130,Syrphoidea,C17Mareeba2016,Australasia,Australia,LK,MAREE,Mareeba,-16.99,145.46,0,1/08/2016,Mango,Hand,Syrphidae,Eristalinae,Eristalini,Mesembrius,NA,Mesembrius_messp1,Female,NA,NA,0.0256,6.766,4.155493273,19.365,11.89345658
131,Syrphoidea,IRE20170113,Europe,Ireland,LR,DUBLIN,South DublinUCD 3,53.31,-6.23,0,5/07/2017,Phacelia tanacetifolia,Hand,Syrphidae,Syrphinae,Bacchini ,Melanostoma,NA,Melanostoma_mellinum,Male,0.0415,0.037233333,0.004266667,1.7,1.7,8.7,8.7
132,Syrphoidea,IRE20170171,Europe,Ireland,LR,DUBLIN,South DublinGNI 1,53.29,-6.42,0,14/07/2017,Hypochaeris radicata,Hand,Syrphidae,Syrphinae,Bacchini ,Melanostoma,NA,Melanostoma_mellinum,Male,0.0406,0.037233333,0.003366667,1.8,1.8,8.1,8.1
133,Syrphoidea,IRE20170397,Europe,Ireland,LR,DUBLIN,South DublinUCD 3,53.31,-6.23,0,30/06/2017,Phacelia tanacetifolia,Hand,Syrphidae,Syrphinae,Bacchini ,Melanostoma,NA,Melanostoma_mellinum,Male,0.0412,0.037233333,0.003966667,1.7,1.7,8.5,8.5
134,Syrphoidea,IRE20170023,Europe,Ireland,LR,DUBLIN,South DublinUCD 3,53.31,-6.23,0,12/07/2017,Phacelia tanacetifolia,Hand,Syrphidae,Syrphinae,Syrphini,Meliscaeva,NA,Meliscaeva_auricollis,Female,0.0397,0.037233333,0.002466667,2,2,8,8
135,Syrphoidea,IRE20170191,Europe,Ireland,LR,DUBLIN,South DublinGNI 4,53.29,-6.42,0,1/08/2017,Oregano vulgare,Hand,Syrphidae,Eristalinae,Eristalini,Myathropa,NA,Myathropa_florea,Female,0.0539,0.037233333,0.016666667,4.1,4.1,13.1,13.1
136,Syrphoidea,IRE20170271,Europe,Ireland,LR,DUBLIN,South DublinUCD 4,53.31,-6.23,0,25/07/2017,Hypochaeris radicata,Hand,Syrphidae,Eristalinae,Eristalini,Myathropa,NA,Myathropa_florea,Female,0.074,0.037233333,0.036766667,4.9,4.9,13.1,13.1
137,Syrphoidea,IRE20170012,Europe,Ireland,LR,DUBLIN,South DublinGNI 3,53.29,-6.42,0,20/06/2017,Hypochaeris radicata,Hand,Syrphidae,Syrphinae,Bacchini ,Platycheirus,NA,Platycheirus_albimanus,Female,0.042,0.037233333,0.004766667,2,2,8.1,8.1
138,Syrphoidea,IRE20170026,Europe,Ireland,LR,DUBLIN,South DublinUCD 1,53.31,-6.23,0,5/07/2017,Hypochaeris radicata,Hand,Syrphidae,Syrphinae,Bacchini ,Platycheirus,NA,Platycheirus_albimanus,Male,0.0401,0.037233333,0.002866667,1.8,1.8,8.6,8.6
139,Syrphoidea,IRE20170353,Europe,Ireland,LR,DUBLIN,South DublinUCD 4,53.31,-6.23,0,30/06/2017,Phacelia tanacetifolia,Hand,Syrphidae,Syrphinae,Bacchini ,Platycheirus,NA,Platycheirus_albimanus,Male,0.0409,0.037233333,0.003666667,2,2,8.7,8.7
140,Syrphoidea,IRE20170361,Europe,Ireland,LR,DUBLIN,South DublinUCD 4,53.31,-6.23,0,5/07/2017,Phacelia tanacetifolia,Hand,Syrphidae,Syrphinae,Bacchini ,Platycheirus,NA,Platycheirus_albimanus,Female,0.0396,0.037233333,0.002366667,1.8,1.8,7.9,7.9
141,Syrphoidea,IRE20170391,Europe,Ireland,LR,DUBLIN,South DublinUCD 2,53.31,-6.23,0,30/06/2017,Phacelia tanacetifolia,Hand,Syrphidae,Syrphinae,Bacchini ,Platycheirus,NA,Platycheirus_albimanus,Male,0.0415,0.037233333,0.004266667,2.2,2.2,8.6,8.6
142,Syrphoidea,IRE20170521,Europe,Ireland,LR,DUBLIN,South DublinGNI 4,53.29,-6.42,0,6/09/2017,Hypochaeris radicata,Hand,Syrphidae,Syrphinae,Bacchini ,Platycheirus,NA,Platycheirus_albimanus,Female,0.0403,0.037233333,0.003066667,1.5,1.5,6.5,6.5
143,Syrphoidea,IRE20170396,Europe,Ireland,LR,DUBLIN,South DublinUCD 3,53.31,-6.23,0,30/06/2017,Phacelia tanacetifolia,Hand,Syrphidae,Eristalinae,Brachyopini,Ripponesia,NA,Ripponesia_splendens,Female,0.0413,0.037233333,0.004066667,1.9,1.9,6.5,6.5
144,Syrphoidea,IRE20170137,Europe,Ireland,LR,DUBLIN,South DublinGNI 3,53.29,-6.42,0,24/07/2017,Plantago lanceolata,Hand,Syrphidae,Syrphinae,Syrphini,Scaeva,NA,Scaeva_pyrastri,Female,0.0659,0.037233333,0.028666667,3.1,3.1,12.5,12.5
145,Syrphoidea,IRE20170028,Europe,Ireland,LR,DUBLIN,South DublinGNI 1,53.29,-6.42,0,6/07/2017,Hypochaeris radicata,Hand,Syrphidae,Syrphinae,Syrphini,Sphaerophoria,NA,Sphaerophoria_scripta,Male,0.0527,0.037233333,0.015466667,2.2,2.2,13.5,13.5
146,Syrphoidea,IRE20170089,Europe,Ireland,LR,DUBLIN,South DublinTCD 1,53.31,-6.26,0,1/07/2017,Hypochaeris radicata,Hand,Syrphidae,Syrphinae,Syrphini,Sphaerophoria,NA,Sphaerophoria_scripta,Male,0.0414,0.037233333,0.004166667,1.8,1.8,11.8,11.8
147,Syrphoidea,IRE20170235,Europe,Ireland,LR,DUBLIN,South DublinUCD 2,53.31,-6.23,0,24/07/2017,Hypochaeris radicata,Hand,Syrphidae,Syrphinae,Syrphini,Sphaerophoria,NA,Sphaerophoria_scripta,Male,0.0408,0.037233333,0.003566667,1.6,1.6,10.1,10.1
148,Syrphoidea,IRE20170523,Europe,Ireland,LR,DUBLIN,South DublinTCD 1,53.31,-6.26,0,30/08/2017,Filipendula ulmaria,Hand,Syrphidae,Eristalinae,Milesiini,Syritta,NA,Syritta_pipiens,Female,0.0441,0.037233333,0.006866667,1.9,1.9,9.3,9.3
149,Syrphoidea,IRE20170015,Europe,Ireland,LR,DUBLIN,South DublinGNI 3,53.29,-6.42,0,4/07/2017,Phacelia tanacetifolia,Hand,Syrphidae,Syrphinae,Syrphini,Syrphus,NA,Syrphus_ribesii,Male,0.047,0.037233333,0.009766667,2.9,2.9,9.2,9.2
150,Syrphoidea,IRE20170130,Europe,Ireland,LR,DUBLIN,South DublinUCD 4,53.31,-6.23,0,24/07/2017,Hypochaeris radicata,Hand,Syrphidae,Syrphinae,Syrphini,Syrphus,NA,Syrphus_ribesii,Female,0.0631,0.037233333,0.025866667,3.6,3.6,12.4,12.4
151,Syrphoidea,IRE20170131,Europe,Ireland,LR,DUBLIN,South DublinUCD 4,53.31,-6.23,0,24/07/2017,Hypochaeris radicata,Hand,Syrphidae,Syrphinae,Syrphini,Syrphus,NA,Syrphus_ribesii,Female,0.0612,0.037233333,0.023966667,3.5,3.5,11.5,11.5
152,Syrphoidea,IRE20170178,Europe,Ireland,LR,DUBLIN,South DublinGNI 2,53.29,-6.42,0,27/06/2017,Phacelia tanacetifolia,Hand,Syrphidae,Syrphinae,Syrphini,Syrphus,NA,Syrphus_ribesii,Male,0.0575,0.046966667,0.010533333,3.5,3.5,10.6,10.6
153,Syrphoidea,IRE20170306,Europe,Ireland,LR,DUBLIN,South DublinTCD 1,53.31,-6.26,0,1/09/2017,Filipendula ulmaria,Hand,Syrphidae,Syrphinae,Syrphini,Syrphus,NA,Syrphus_ribesii,Female,0.057,0.037233333,0.019766667,3.4,3.4,12.2,12.2
154,Syrphoidea,IRE20170322,Europe,Ireland,LR,DUBLIN,South DublinUCD 3,53.31,-6.23,0,5/07/2017,Filipendula ulmaria,Hand,Syrphidae,Syrphinae,Syrphini,Syrphus,NA,Syrphus_ribesii,Male,0.0457,0.037233333,0.008466667,3,3,9.7,9.7
155,Syrphoidea,IRE20170422,Europe,Ireland,LR,DUBLIN,South DublinGNI 4,53.29,-6.42,0,6/07/2017,Hypochaeris radicata,Hand,Syrphidae,Syrphinae,Syrphini,Chrysotoxum,NA,Chrysotoxum_bicinctum,Female,0.0565,0.037233333,0.019266667,3.3,3.3,11.2,11.2
156,Syrphoidea,IRE20170018,Europe,Ireland,LR,DUBLIN,South DublinUCD 3,53.31,-6.23,0,7/07/2017,Phacelia tanacetifolia,Hand,Syrphidae,Syrphinae,Syrphini,Episyrphus,NA,Episyrphus_balteatus,Female,0.0546,0.046966667,0.007633333,2.4,2.4,9.8,9.8
157,Syrphoidea,IRE20170030,Europe,Ireland,LR,DUBLIN,South DublinGNI 1,53.29,-6.42,0,6/07/2017,Hypochaeris radicata,Hand,Syrphidae,Syrphinae,Syrphini,Episyrphus,NA,Episyrphus_balteatus,Female,0.0531,0.046966667,0.006133333,2.4,2.4,9.8,9.8
158,Syrphoidea,IRE20170117,Europe,Ireland,LR,DUBLIN,South DublinUCD 3,53.31,-6.23,0,3/08/2017,Hypochaeris radicata,Hand,Syrphidae,Syrphinae,Syrphini,Episyrphus,NA,Episyrphus_balteatus,Male,0.0437,0.037233333,0.006466667,3,3,10,10
159,Syrphoidea,IRE20170186,Europe,Ireland,LR,DUBLIN,South DublinTCD 2,53.31,-6.26,0,18/07/2017,Cirsium vulgare,Hand,Syrphidae,Syrphinae,Syrphini,Episyrphus,NA,Episyrphus_balteatus,Male,0.0435,0.037233333,0.006266667,3.1,3.1,10,10
160,Syrphoidea,IRE20170227,Europe,Ireland,LR,DUBLIN,South DublinUCD 3,53.31,-6.23,0,24/07/2017,Phacelia tanacetifolia,Hand,Syrphidae,Syrphinae,Syrphini,Episyrphus,NA,Episyrphus_balteatus,Female,0.0478,0.037233333,0.010566667,2.3,2.3,8.6,8.6
161,Syrphoidea,IRE20170541,Europe,Ireland,LR,DUBLIN,South DublinTCD 1,53.31,-6.26,0,1/09/2017,Hypochaeris radicata,Hand,Syrphidae,Syrphinae,Syrphini,Episyrphus,NA,Episyrphus_balteatus,Male,0.0405,0.037233333,0.003266667,2.1,2.1,8.4,8.4
162,Syrphoidea,IRE20170309,Europe,Ireland,LR,DUBLIN,South DublinUCD 4,53.31,-6.23,0,5/09/2017,Hypochaeris radicata,Hand,Syrphidae,Eristalinae,Eristalini,Eristalis,NA,Eristalis_tenax,Male,0.0638,0.037233333,0.026566667,4.1,4.1,13,13
163,Syrphoidea,IRE20170538,Europe,Ireland,LR,DUBLIN,South DublinTCD 1,53.31,-6.26,0,1/09/2017,Hypochaeris radicata,Hand,Syrphidae,Eristalinae,Eristalini,Eristalis,NA,Eristalis_tenax,Male,0.0681,0.037233333,0.030866667,5,5,14.5,14.5
164,Syrphoidea,IRE20170545,Europe,Ireland,LR,DUBLIN,South DublinTCD 1,53.31,-6.26,0,1/09/2017,Hypochaeris radicata,Hand,Syrphidae,Eristalinae,Eristalini,Eristalis,NA,Eristalis_tenax,Female,0.0657,0.037233333,0.028466667,4.4,4.4,13.3,13.3
165,Syrphoidea,IRE20170078,Europe,Ireland,LR,DUBLIN,South DublinUCD 2,53.31,-6.23,0,5/07/2017,Phacelia tanacetifolia,Hand,Syrphidae,Syrphinae,Syrphini,Eupeodes,NA,Eupeodes_luniger,Female,0.0597,0.037233333,0.022466667,2.3,2.3,9.5,9.5
166,Syrphoidea,IRE20170254,Europe,Ireland,LR,DUBLIN,South DublinUCD 1,53.31,-6.23,0,16/06/2017,Phacelia tanacetifolia,Hand,Syrphidae,Syrphinae,Syrphini,Eupeodes,NA,Eupeodes_luniger,Female,0.0524,0.037233333,0.015166667,3,3,11.3,11.3
167,Syrphoidea,IRE20170260,Europe,Ireland,LR,DUBLIN,South DublinGNI 2,53.29,-6.42,0,27/06/2017,Plantago lanceolata,Hand,Syrphidae,Syrphinae,Syrphini,Eupeodes,NA,Eupeodes_corollae,Female,0.0408,0.037233333,0.003566667,2.1,2.1,8,8
168,Syrphoidea,IRE20170487,Europe,Ireland,LR,DUBLIN,South DublinGNI 3,53.29,-6.42,0,27/06/2017,Phacelia tanacetifolia,Hand,Syrphidae,Syrphinae,Syrphini,Eupeodes,NA,Eupeodes_luniger,Female,0.0469,0.037233333,0.009666667,2.9,2.9,10,10
169,Syrphoidea,IRE20170580,Europe,Ireland,LR,DUBLIN,South DublinTCD 2,53.31,-6.26,0,16/07/2017,Hypochaeris radicata,Hand,Syrphidae,Eristalinae,Rhingini,Ferdinandea,NA,Ferdinandea_cuprea,Female,0.0525,0.037233333,0.015266667,3.5,3.5,10.1,10.1
170,Syrphoidea,ALLO-SWI-386,Europe,Switzerland,LK,Zurich,motsch,47.3769,8.5417,0,24/08/2016,NA,Pan_trap,Syrphidae,,,Helophilus,NA,Helophilus_pendulus,Female,63.37,0.031179,0.032191,3.537,3.537,NA,NA
171,Syrphoidea,ALLO-SWI-362,Europe,Switzerland,LK,Zurich,Hinwil,47.3769,8.5417,0,29/07/2016,NA,Pan_trap,Syrphidae,,,Eristalis,NA,Eristalis_interrupta,Female,74.82,0.031179,0.043641,4.016,4.016,NA,NA
172,Syrphoidea,ALLO-SWI-262,Europe,Switzerland,LK,Zurich,Wohl,47.3769,8.5417,0,24/08/2016,NA,Pan_trap,Syrphidae,,,Eristalis,NA,Eristalis_interrupta,Female,57.09,0.031179,0.025911,2.933,2.933,NA,NA
